Адрес,Метро,Время до метро,Цена,Цена за квадрат,Общая площадь,Жилая площадь,Площадь кухни,Этаж,Год постройки,Тип жилья,Высота потолков,Санузел,Вид из окон,Ремонт,Мусоропровод,Количество лифтов,Тип дома,Тип перекрытий,Парковка,Отопление,Балкон/лоджия,Отделка,Этажность здания,Кол-во комнат
"Москва, ЮЗАО, р-н Теплый Стан, ул. Академика Варги, 2",Тропарёво,19,13700000.0,204478.0,67.0,47.3,6.1,7,1974,Вторичка,2.87,1,Во двор,Косметический,Да,1,Панельный,Железобетонные,Наземная,Центральное,2,Неизвестно,9,3
"Москва, ВАО, р-н Вешняки, Кетчерская ул., 6К2",Новогиреево,5,8600000.0,260606.0,33.0,18.0,6.0,1,1971,Вторичка,2.64,1,Во двор,Евроремонт,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1
"Москва, ЮЗАО, р-н Котловка, Севастопольский просп., 23",Нагорная,19,14200000.0,315556.0,45.0,30.8,5.2,2,1961,Вторичка,2.87,1,Во двор,Евроремонт,Нет,0,Кирпичный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, ЦАО, р-н Красносельский, пер. Докучаев, 2с3",Сухаревская,12,36000000.0,610169.0,59.0,30.0,10.0,7,2018,Вторичка,2.87,1,Во двор,Дизайнерский,Нет,2,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,19,2
"Москва, ВАО, р-н Соколиная гора, просп. Буденного, 51к6",Шоссе Энтузиастов,6,15000000.0,384615.0,39.0,15.0,10.0,18,2017,Вторичка,2.87,1,На улицу,Евроремонт,Да,2,Монолитный,Железобетонные,Наземная,Индивидуальный тепловой пункт,1,Неизвестно,33,1
"Москва, ЮЗАО, р-н Черемушки, ул. Каховка, 18к1",Зюзино,3,32000000.0,316832.0,101.0,52.0,13.0,12,2003,Вторичка,2.8,2,На улицу и двор,Евроремонт,Да,3,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,22,3
"Москва, ЦАО, р-н Басманный, ул. Жуковского, 9",Чистые пруды,8,68000000.0,500000.0,136.0,100.0,20.0,2,1917,Вторичка,3.8,1,Во двор,Евроремонт,Да,1,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,6,5
"Москва, САО, р-н Беговой, Ленинградский просп., 17",Белорусская,11,46000000.0,560976.0,82.0,60.0,10.0,3,2019,Вторичка,3.0,2,Во двор,Дизайнерский,Нет,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,8,3
"Москва, ЮЗАО, р-н Ломоносовский, ул. Вавилова, 93",Новые Черёмушки,14,27000000.0,375000.0,72.0,46.0,8.5,2,1970,Вторичка,2.7,1,Во двор,Косметический,Да,1,Кирпичный,Железобетонные,Наземная,Центральное,2,Неизвестно,14,3
"Москва, ЦАО, р-н Мещанский, Варсонофьевский пер., 6",Кузнецкий мост,4,83000000.0,721739.0,115.0,82.0,15.0,3,1896,Вторичка,4.0,2,На улицу и двор,Евроремонт,Нет,1,Кирпичный,Железобетонные,Подземная,Центральное,1,Неизвестно,5,3
"Москва, ЮАО, р-н Чертаново Северное, Кировоградская ул., 7",Южная,5,13200000.0,342857.0,38.5,17.0,10.0,10,1987,Вторичка,2.64,1,Во двор,Косметический,Да,2,Монолитный,Нет информации,Наземная,Центральное,1,Неизвестно,17,1
"Москва, ЦАО, р-н Замоскворечье, Мытная ул., 7с1",Серпуховская,10,76000000.0,633862.0,119.9,64.4,14.6,12,2012,Вторичка,3.1,2,На улицу и двор,Без ремонта,Да,2,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,13,3
"Москва, ЮАО, р-н Даниловский, Крутицкая наб., 17",Дубровка,13,14200000.0,447950.0,31.7,20.0,6.1,3,1962,Вторичка,2.87,1,На улицу,Дизайнерский,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,1
"Москва, Люблинская ул., 59",Люблино,4,11750000.0,230392.0,51.0,31.0,8.3,14,1988,Вторичка,2.7,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,2
"Москва, САО, р-н Сокол, Ленинградский просп., 80к66",Сокол,10,10700000.0,232609.0,46.0,36.0,5.0,4,1972,Вторичка,2.0,1,На улицу,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,14,1
"Москва, ЦАО, р-н Арбат, Большой Афанасьевский пер., 28",Арбатская,7,690000000.0,2156250.0,320.0,188.79999999999998,54.400000000000006,7,2012,Вторичка,3.15,4,На улицу и двор,Дизайнерский,Да,2,Монолитный,Железобетонные,Подземная,Индивидуальный тепловой пункт,1,Неизвестно,8,5
"Москва, ВАО, р-н Богородское, бул. Маршала Рокоссовского, 3",Бульвар Рокоссовского,10,11500000.0,261364.0,44.0,29.0,5.8,4,1960,Вторичка,2.5,1,Во двор,Без ремонта,Да,0,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,5,2
"Москва, ЮАО, р-н Орехово-Борисово Северное, ул. Генерала Белова, 33/19",Домодедовская,3,14300000.0,317073.0,45.1,28.7,7.0,5,1975,Вторичка,2.5,1,На улицу и двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,2
"Москва, ВАО, р-н Метрогородок, Тагильская ул., 4А",Бульвар Рокоссовского,18,11990000.0,299750.0,40.0,23.599999999999998,20.0,23,2021,Вторичка,3.0,1,Во двор,Без ремонта,Да,4,Монолитный,Железобетонные,Подземная,Центральное,1,Неизвестно,24,1
"Москва, ЮЗАО, р-н Северное Бутово, Феодосийская ул., 2",Бульвар Дмитрия Донского,8,11100000.0,226531.0,49.0,24.9,6.3,3,1982,Вторичка,2.64,1,Во двор,Евроремонт,Да,1,Монолитный,Железобетонные,Наземная,Центральное,1,Неизвестно,9,2
"Москва, ЮАО, р-н Царицыно, Бакинская ул., 22",Царицыно,12,12200000.0,342697.0,35.6,21.004,4.0,3,1978,Вторичка,2.64,1,Во двор,Дизайнерский,Да,2,Блочный,Железобетонные,Наземная,Центральное,1,Неизвестно,16,1
"Москва, ЮАО, р-н Нагатино-Садовники, Нагатинская ул., 13К2",Нагатинская,7,11700000.0,334286.0,35.0,20.65,4.0,9,1969,Вторичка,2.64,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,12,1
"Москва, ЮАО, р-н Нагатино-Садовники, 2-й Нагатинский проезд, 2/2 к1",Нагатинская,27,14300000.0,397222.0,36.0,21.24,18.0,12,2024,Новостройка,2.7,1,Во двор,Косметический,Да,2,Монолитный,Железобетонные,Наземная,Центральное,1,Чистовая,33,2
"Москва, ЮЗАО, р-н Коньково, Профсоюзная ул., 115К1",Коньково,3,18500000.0,313029.0,59.1,33.7,10.1,7,1986,Вторичка,2.5,1,Во двор,Косметический,Да,2,Панельный,Железобетонные,Наземная,Центральное,1,Неизвестно,17,2
"Москва, ВАО, р-н Сокольники, 2-я Рыбинская ул., 13",Сокольники,4,18500000.0,260563.0,71.0,41.89,10.0,4,2014,Вторичка,5.2,1,Во двор,Дизайнерский,Да,0,Монолитный,Нет информации,Наземная,Нет информации,1,Неизвестно,4,2
"Москва, ЮВАО, р-н Люблино, ул. Нижние Поля",Перерва,12,9377575.0,261943.0,35.8,10.4,18.1,5,2024,Новостройка,2.75,1,На улицу,Косметический,Да,4,Монолитный,Железобетонные,Открытая,Центральное,1,Чистовая,17,1
